https://www.tradingview.com/u/Yamit2000/,,https://www.youtube.com/channel/UCB183w1iS1mo7eKnPLP0TPg,https://twitter.com/amit_y_amit,",The quieter you become \nthe more you can hear\n(Ram Dass)"
https://www.tradingview.com/u/LibermanAsaf/,,,,
https://www.tradingview.com/u/HadarPerez/,,,,
https://www.tradingview.com/u/Mc_investor/,,,,
https://www.tradingview.com/u/yaniv-peretz/,,,,
https://www.tradingview.com/u/SharonSwingHalleluya/,https://www.facebook.com/SWING-Halleluya-1507818635914032/,,,קורס מסחר סווינג ברמה הגבוהה ביותר בישראל.\r\nקורס בוטיק כ 10 תלמידים גם בזום וגם פרונטלי.\r\nלתלמידים מרחבי העולם תפתח קבוצה יחודית.\r\nלפרטים נוספים : להשאיר הודעה במסנג'ר בפייסבוק\r\nקישור לפייס :  https://www.facebook.com/swing.halleluya.9\r\nSHARON SWING HALLE
https://www.tradingview.com/u/nen6000/,,,,
https://www.tradingview.com/u/AVIHANOUNA/,,,https://twitter.com/ICT1AVI,
https://www.tradingview.com/u/RoniPesach/,,https://www.youtube.com/channel/UC1PfS80ILCnGI-r7m18Gu1Q,,רוני פסח - Roni Pesach\n\nלפרטים על סדנאות ותוכניות הלימודים של האקדמיה צרו קשר - 058-5660524 \n\n🦈 WallStreet-sharke.academy 🦈
https://www.tradingview.com/u/Omri_Chen1988/,,,,
https://www.tradingview.com/u/Marubozu/,https://www.facebook.com/marubozuok/,,https://twitter.com/marubozuok,אין באמור המלצה לקנייה או מכירה של נייר ערך מסוים\n\nmarubozu - מסחר מתקדם בשוק ההון (מתן כהן)\nhttps://www.facebook.com/groups/marubozu/\nhttps://www.facebook.com/marubozuok/\nhttps://www.youtube.com/channel/UCmthBsyEulbNJgBqMMH7sFg
https://www.tradingview.com/u/dov1007/,,,,
https://www.tradingview.com/u/Maor_C/,,,https://twitter.com/Maor_C,
https://www.tradingview.com/u/UZI_COHEN/,https://uzfxcryptopage.ravpage.co.il/uz-fx-crypto,,,האתר שלנו:\nhttps://uzfxcryptopage.ravpage.co.il/uz-fx-crypto\n\nערוץ הטלגרם  : \nhttps://t.me/Uziasaftradingideas
https://www.tradingview.com/u/ozo1/,,,,
https://www.tradingview.com/u/Butterfly_effects/,,https://www.youtube.com/channel/UCKyR_KvkYEsuBUv19UWTE3Q,https://twitter.com/ButterflyETrade,
https://www.tradingview.com/u/YuvalBenHur1/,,https://www.youtube.com/channel/UCCqZYysamRltCpcVRR0l2gw,https://twitter.com/itsyuvalbenhur,
https://www.tradingview.com/u/erezlevi2580/,,,,
https://www.tradingview.com/u/eyal676/,,,https://twitter.com/eyal_eyal676,
https://www.tradingview.com/u/hameotetet/,https://www.hameotetet.co.il/,,,
https://www.tradingview.com/u/shaygottlib/,,,https://twitter.com/ShayTheHaapyMan,
https://www.tradingview.com/u/Smart-tradeIL/,https://www.smartradeil.co.il/,https://www.youtube.com/channel/UC-9Pste8BK16PCGgXkN_ZFw,,"תום רוכמן - סמארט טרייד, מחברים בין מסחר והשקעות חכמות\n\nאתר האינטרנט:\nhttps://www.smartradeil.co.il\n\nערוץ היוטיוב:\nhttps://bit.ly/Smartrade-Youtube\n\nקבוצת הפייסבוק:\nhttps://bit.ly/Smartrade-FB-group\n\nכניסה לקהילות הסוחרים:\nhttp://bit.ly/Smart-Community"
https://www.tradingview.com/u/tony_hirsh/,,,https://twitter.com/TonyHirsh,
https://www.tradingview.com/u/ido01shabo/,,,,
https://www.tradingview.com/u/tsippi100/,,,https://twitter.com/Tsippiw,
https://www.tradingview.com/u/danibiz1/,,,https://twitter.com/danibiz_,
https://www.tradingview.com/u/Nejim/,,,https://twitter.com/NejimGh,
https://www.tradingview.com/u/Dimagafonov93/,,,,
https://www.tradingview.com/u/Eit_/,,,,
https://www.tradingview.com/u/albert770/,,,,
https://www.tradingview.com/u/liorparente/,,,,
https://www.tradingview.com/u/daniel_ben_abu/,,,,
https://www.tradingview.com/u/baryadid1983/,,,,
https://www.tradingview.com/u/Zohar_Leibovich/,http://zohartrade.com,,https://twitter.com/ZoharTrade,Zohar liebovich - The ARTistry of Trading\nאומנות ומיומנות המסחר בשוק ההון\nwww.zohartrade.com
https://www.tradingview.com/u/shlomitetro/,,,,https://www.facebook.com/Tetrotrade-%D7%9C%D7%9C%D7%9E%D7%95%D7%93-%D7%9C%D7%A1%D7%97%D7%95%D7%A8-%D7%A0%D7%9B%D7%95%D7%9F-466528810435374
https://www.tradingview.com/u/Ah26/,,,,
https://www.tradingview.com/u/avieldavid111/,,,https://twitter.com/Aviel86232752,
https://www.tradingview.com/u/avitel72/,,,,
https://www.tradingview.com/u/yossimor83/,,,,
https://www.tradingview.com/u/ofir.sharko/,,,https://twitter.com/ofirsharko,
https://www.tradingview.com/u/avrahamalesa120/,,,,
https://www.tradingview.com/u/SmartViewInvestors/,,,https://twitter.com/IdanSmartView,
https://www.tradingview.com/u/gonenzinger/,,,,
https://www.tradingview.com/u/yuvals123/,,,,
https://www.tradingview.com/u/Szohori2000/,,,,
https://www.tradingview.com/u/barrahmany12/,,,,
https://www.tradingview.com/u/zevi1010/,,,https://twitter.com/Zeevtelor,
https://www.tradingview.com/u/aviad1881/,,,,
https://www.tradingview.com/u/SidCdd/,,,,
https://www.tradingview.com/u/Matan_The1/,https://www.facebook.com/groups/100765133353637/,,https://twitter.com/MatanThe1,הצטרף לקבוצת הניתוח הטכני הגדולה בישראל \r\nhttps://www.facebook.com/groups/100765133353637/
https://www.tradingview.com/u/mmeir/,,,,
https://www.tradingview.com/u/chatboostisrael/,,,,
https://www.tradingview.com/u/eldad79/,,,https://twitter.com/EldadAharon,
https://www.tradingview.com/u/shaza1712/,,,,
https://www.tradingview.com/u/elonezra1995/,,,,
https://www.tradingview.com/u/BarakSapir/,,,,
https://www.tradingview.com/u/DolevR/,,,https://twitter.com/DolevRavid,
https://www.tradingview.com/u/ran770/,,,https://twitter.com/ran770,
https://www.tradingview.com/u/yair_rotnemer/,,,https://twitter.com/rwtnmr,
https://www.tradingview.com/u/Meir79/,,,,
https://www.tradingview.com/u/ROMLUCK/,,,https://twitter.com/ROM78725069,
https://www.tradingview.com/u/eldad2305/,,,,
https://www.tradingview.com/u/elyashiv/,,,,
https://www.tradingview.com/u/meir85010/,,https://www.youtube.com/channel/UCtJ1KC1kKopCNic9gh69Y8A,https://twitter.com/meirbarak,
https://www.tradingview.com/u/CryptoBenis/,,,https://twitter.com/bennisimm,
https://www.tradingview.com/u/hhhh102/,,,,
https://www.tradingview.com/u/yedidyakalfa/,,,,
https://www.tradingview.com/u/UnknownUnicorn21423232/,,,,
https://www.tradingview.com/u/lirangabsi78/,,,,
https://www.tradingview.com/u/IdoBurla/,,,,
https://www.tradingview.com/u/amiralon/,,,,
https://www.tradingview.com/u/yonatan63885/,,,,
https://www.tradingview.com/u/Professional_Crypto_Analytics/,,,,
https://www.tradingview.com/u/Dvir_investment/,,,,
https://www.tradingview.com/u/hensarusi/,,,,
https://www.tradingview.com/u/dkrisi1/,,,,
https://www.tradingview.com/u/igorprc/,,,,
https://www.tradingview.com/u/JacobTradeBull/,,,,
https://www.tradingview.com/u/oriperetz1998/,,,,
https://www.tradingview.com/u/UnknownUnicorn6867619/,,,,
https://www.tradingview.com/u/a66u66/,,,,
https://www.tradingview.com/u/YossiCohen/,,https://www.youtube.com/channel/UC6lB6nRc07Xd0fYCbSKCXfw,,
https://www.tradingview.com/u/DeadPool_J/,,,,
https://www.tradingview.com/u/haim007/,,,,
https://www.tradingview.com/u/haimbaran/,,,https://twitter.com/Haimbaran4,
https://www.tradingview.com/u/hartk1994/,,,,
https://www.tradingview.com/u/ilanaflalo/,,,,
https://www.tradingview.com/u/israel234/,,,,
https://www.tradingview.com/u/asafsh77/,,,,
https://www.tradingview.com/u/pureplanet/,,,,
https://www.tradingview.com/u/cyber-god/,,https://www.youtube.com/channel/UCjDDVo5RRdjr9noaVTF88jA,,
https://www.tradingview.com/u/shay_david/,,,,
https://www.tradingview.com/u/razbenmoshe/,,,,
https://www.tradingview.com/u/guymizrahi/,,https://www.youtube.com/channel/UCwaNd-ea4WjcyksQFbAnO8Q,,
https://www.tradingview.com/u/danielavital/,,,,
https://www.tradingview.com/u/crypton-israel/,,,,
https://www.tradingview.com/u/liormeitar/,,,,
